student_id,cgpa,attendance,coding_score,aptitude_score,communication_score,projects_count,internships_count,hackathon_count,placement_status
1254,5.63,74,94,50,92,4,3,0,1
1255,8.43,87,58,8,52,5,1,2,1
1256,7.15,62,36,98,45,2,3,1,1
1257,6.0,53,24,22,97,0,1,4,0
1258,7.46,63,15,11,97,2,0,4,0
1259,5.32,82,37,87,90,3,3,4,1
1260,7.91,77,42,61,14,7,1,5,1
1261,6.34,86,86,72,58,0,2,1,1
1262,8.99,57,13,76,49,3,1,5,1
1263,6.55,93,5,39,8,4,2,5,0
1264,7.28,83,88,53,25,4,0,2,1
1265,5.06,93,22,80,2,7,2,1,0
1266,5.36,54,59,6,99,2,1,1,0
1267,6.96,54,11,16,46,2,3,2,0
1268,7.4,80,12,49,4,4,1,3,0
1269,8.0,94,99,23,61,1,3,5,1
1270,6.46,58,97,1,83,4,1,4,1
1271,8.47,91,5,98,83,6,1,0,1
1272,9.3,81,62,91,4,0,0,5,1
1273,8.9,82,37,82,9,6,2,0,1
1274,5.2,52,49,32,79,3,1,2,0
1275,7.4,79,51,20,62,4,3,0,1
1276,5.52,99,39,73,24,4,2,3,0
1277,6.21,61,7,52,43,7,0,1,0
1278,9.93,78,60,45,24,7,2,4,1
1279,5.71,52,7,44,29,5,1,0,0
1280,7.49,75,96,8,13,3,3,0,1
1281,8.09,79,33,5,85,5,3,2,1
1282,8.51,58,78,50,42,3,2,2,1
1283,7.8,75,99,34,27,6,3,1,1
1284,5.05,51,59,81,93,0,1,4,0
1285,6.63,52,56,52,18,3,3,0,1
1286,7.59,95,98,18,41,2,3,1,1
1287,5.44,53,45,68,19,7,3,4,1
1288,6.75,74,21,24,98,4,1,1,0
1289,5.17,100,86,10,85,7,0,0,0
1290,5.39,62,39,73,78,3,3,2,1
1291,6.98,88,44,16,10,0,0,2,0
1292,5.66,93,54,35,53,3,2,2,0
1293,7.84,84,50,89,97,4,2,3,1
1294,8.45,72,85,94,23,1,1,1,1
1295,9.0,58,4,95,69,3,1,0,1
1296,6.0,51,94,20,16,2,1,1,0
1297,5.84,90,12,17,27,7,1,2,0
1298,5.52,93,27,59,49,4,0,5,0
1299,8.18,80,83,17,94,0,1,5,1
1300,8.53,93,96,0,99,6,0,1,1
1301,5.16,96,79,13,54,6,3,4,1
1302,9.68,51,61,7,72,4,3,5,1
1303,5.26,81,92,65,9,5,2,5,1
1304,7.71,67,86,50,20,1,2,1,1
1305,8.55,62,23,78,57,0,0,3,1
1306,9.35,95,97,59,33,1,1,3,1
1307,8.57,54,6,33,94,6,2,2,1
1308,9.01,91,37,35,92,1,0,0,1
1309,6.7,93,36,61,42,2,2,4,0
1310,9.07,59,67,0,10,7,1,0,1
1311,5.4,92,97,84,32,6,0,0,1
1312,9.47,74,41,41,57,3,2,4,1
1313,7.74,83,85,0,45,2,1,3,1
1314,9.09,86,4,95,60,2,0,5,1
1315,7.26,79,63,83,61,5,0,2,1
1316,8.22,56,49,53,0,2,0,1,1
1317,7.63,55,86,46,20,0,3,3,1
1318,8.66,52,14,99,61,3,0,2,1
1319,5.41,62,94,38,63,3,2,5,1
1320,5.3,52,72,29,86,6,0,3,0
1321,6.24,75,52,6,72,0,0,4,0
1322,5.8,73,24,21,55,2,0,0,0
1323,9.36,55,88,49,0,2,0,4,1
1324,6.1,92,84,44,20,1,0,5,0
1325,9.88,98,8,73,21,6,3,1,1
1326,6.68,91,37,71,53,6,1,4,1
1327,5.91,61,21,90,3,1,3,5,0
1328,8.95,98,86,9,64,5,2,0,1
1329,8.29,85,48,13,50,4,1,3,1
1330,7.49,51,67,45,73,1,2,2,1
1331,7.78,60,92,74,62,3,0,5,1
1332,8.6,88,14,5,14,7,2,5,1
1333,6.14,83,64,20,35,0,3,1,0
1334,9.98,75,53,61,28,2,3,3,1
1335,9.87,67,29,96,51,4,0,5,1
1336,8.25,70,92,18,45,1,0,5,1
1337,6.0,85,19,87,68,6,1,2,1
1338,8.4,89,32,81,28,4,3,0,1
1339,5.36,95,99,98,46,0,3,4,1
1340,5.15,93,85,61,90,7,1,3,1
1341,6.29,71,76,100,24,0,3,2,1
1342,7.31,79,6,82,79,6,1,2,1
1343,9.34,99,7,52,15,4,3,4,1
1344,8.64,92,27,23,99,4,2,3,1
1345,8.71,79,44,55,88,5,2,3,1
1346,7.13,57,72,61,40,4,1,0,1
1347,6.73,83,88,33,64,2,1,3,1
1348,6.86,96,79,21,68,7,0,5,1
1349,9.94,58,73,67,19,7,3,4,1
1350,5.2,100,10,56,68,7,2,3,0
1351,9.34,69,30,9,35,3,0,0,1
1352,7.89,89,11,65,92,1,3,2,1
1353,7.19,74,94,7,97,6,2,5,1
1354,8.63,68,77,96,57,1,3,3,1
1355,7.43,54,50,37,47,7,1,4,1
1356,9.37,60,43,61,81,1,2,3,1
1357,9.5,64,95,27,1,4,2,1,1
1358,7.11,57,49,9,79,6,0,0,0
1359,6.38,68,16,44,28,4,3,2,0
1360,7.96,72,34,64,96,5,1,1,1
1361,9.56,76,0,97,15,4,1,4,1
1362,6.05,89,28,66,34,5,3,3,1
1363,8.11,81,50,8,61,5,3,0,1
1364,8.16,75,63,4,80,2,1,5,1
1365,8.67,76,3,9,3,2,3,3,0
1366,5.66,68,86,11,67,2,0,3,0
1367,8.58,99,27,81,50,7,3,3,1
1368,9.55,91,15,57,88,2,0,5,1
1369,5.9,78,62,20,32,0,0,3,0
1370,6.19,88,75,20,77,2,3,0,1
1371,9.86,90,52,64,23,2,2,5,1
1372,5.9,82,84,2,74,2,2,5,0
1373,9.27,68,16,68,24,5,0,1,1
1374,7.46,86,39,88,27,1,3,4,1
1375,6.24,68,12,63,6,6,0,5,0
1376,9.35,82,51,48,35,1,3,1,1
1377,7.23,96,57,71,9,1,3,0,1
1378,7.57,65,95,16,35,3,1,4,1
1379,6.8,72,36,72,94,0,2,5,1
1380,7.96,56,78,31,82,5,2,2,1
1381,5.82,75,75,69,17,4,1,1,1
1382,6.96,81,60,20,5,5,1,0,1
1383,9.85,61,78,6,91,2,1,0,1
1384,6.29,57,33,6,6,1,0,0,0
1385,8.28,54,69,26,11,5,0,4,1
1386,6.63,91,16,7,40,0,0,3,0
1387,8.87,77,19,72,62,2,0,2,1
1388,5.65,54,72,27,97,3,0,4,0
1389,9.85,98,58,78,24,4,2,4,1
1390,7.27,75,68,65,80,2,2,5,1
1391,6.18,54,86,70,52,6,3,1,1
1392,5.37,71,32,46,32,4,2,2,0
1393,5.85,64,77,81,86,5,1,0,1
1394,7.6,62,16,85,72,2,2,4,1
1395,6.69,77,56,9,5,3,1,2,0
1396,9.14,82,82,32,61,5,2,1,1
1397,7.15,92,96,6,65,0,0,3,0
1398,6.24,72,0,2,8,4,2,2,0
1399,8.09,82,12,13,66,4,3,0,1
1400,8.53,92,26,43,15,0,0,4,0
1401,5.84,67,69,45,88,7,0,3,1
1402,5.84,99,58,60,87,7,3,1,1
1403,5.18,79,5,35,92,6,2,0,0
1404,8.68,75,96,12,54,7,2,3,1
1405,8.32,65,93,15,39,4,3,5,1
1406,7.37,62,98,79,25,7,0,5,1
1407,9.22,88,22,4,37,5,3,1,1
1408,9.03,82,9,88,34,1,1,0,1
1409,7.93,75,50,37,86,6,1,4,1
1410,9.34,97,18,49,67,0,2,1,1
1411,6.03,50,50,37,58,3,0,3,0
1412,5.56,98,91,55,13,6,1,0,1
1413,6.35,87,86,62,46,2,3,5,1
1414,5.29,51,67,47,70,7,2,5,1
1415,7.66,98,83,89,71,2,2,2,1
1416,9.68,55,82,58,41,0,0,0,1
1417,5.2,95,41,76,50,7,1,3,1
1418,5.61,99,90,43,18,1,2,3,0
1419,7.26,87,56,89,65,5,3,2,1
1420,9.67,91,97,54,46,3,1,3,1
1421,6.58,73,67,54,64,2,2,0,1
1422,7.54,67,37,0,41,2,2,5,0
1423,5.21,76,61,7,37,5,1,1,0
1424,5.74,90,6,3,12,1,1,5,0
1425,9.93,57,70,84,43,4,0,5,1
1426,9.83,77,49,85,23,6,3,0,1
1427,5.02,59,51,52,95,0,0,3,0
1428,9.76,66,25,57,29,1,0,2,1
1429,8.2,78,25,36,69,1,3,2,1
1430,9.34,55,18,48,37,1,3,4,1
1431,7.27,63,8,66,96,1,0,2,0
1432,7.58,71,60,18,22,4,1,2,1
1433,7.44,55,19,0,73,5,3,3,0
1434,8.33,75,49,28,56,3,0,1,1
1435,5.7,88,79,86,78,6,1,1,1
1436,5.15,61,80,32,22,1,2,3,0
1437,6.54,84,21,51,35,6,1,2,0
1438,8.52,63,12,40,56,1,0,0,0
1439,6.01,71,11,22,0,0,3,5,0
1440,8.37,100,9,4,71,2,1,5,0
1441,9.85,72,64,70,2,4,1,1,1
1442,5.47,97,95,56,13,1,1,3,0
1443,8.36,56,29,5,80,7,3,0,1
1444,7.22,89,7,48,33,3,3,2,0
1445,9.34,99,20,21,69,3,1,3,1
1446,5.89,74,21,76,68,3,1,1,0
1447,8.46,62,17,75,50,7,0,0,1
1448,9.19,70,65,3,28,0,3,0,1
1449,9.72,90,47,71,98,3,1,1,1
1450,8.42,59,43,63,81,5,3,0,1
1451,7.49,58,8,36,47,0,3,5,0
1452,8.09,64,66,30,93,4,3,1,1
1453,9.34,51,53,36,78,3,0,5,1
1454,7.85,74,25,44,78,2,2,3,1
1455,5.15,62,84,89,15,1,3,4,1
1456,9.65,83,93,7,56,4,3,2,1
1457,8.45,100,91,39,96,5,1,3,1
1458,8.38,83,99,96,9,2,3,5,1
1459,6.08,84,25,92,18,4,2,2,1
1460,8.29,87,33,4,100,5,3,2,1
1461,6.97,52,7,27,66,3,0,5,0
1462,8.26,91,9,80,35,4,1,5,1
1463,5.53,55,47,86,3,4,2,1,1
1464,8.29,97,54,8,74,4,0,4,1
1465,10.0,98,53,1,32,0,2,5,1
1466,5.24,68,77,62,27,7,1,2,1
1467,9.89,52,39,95,95,2,3,2,1
1468,7.03,67,14,50,79,6,1,3,1
1469,9.35,88,80,30,8,5,1,4,1
1470,8.91,58,17,6,74,7,3,4,1
1471,7.84,61,95,29,5,3,0,2,1
1472,8.69,54,22,57,48,1,2,4,1
1473,9.39,52,61,2,90,3,0,3,1
1474,7.02,60,45,50,75,3,3,1,1
1475,6.64,79,86,55,21,0,2,2,1
1476,8.34,53,98,72,47,0,3,0,1
1477,9.04,54,38,9,100,4,0,2,1
1478,8.81,50,14,60,20,7,1,2,1
1479,8.99,76,52,49,32,3,2,1,1
1480,7.18,77,87,46,80,2,3,5,1
1481,9.09,78,63,89,55,0,2,5,1
1482,5.6,67,62,0,28,5,2,0,0
1483,7.72,61,91,93,52,7,0,0,1
1484,5.03,62,79,56,39,0,1,0,0
1485,6.62,90,15,37,73,2,2,5,0
1486,6.83,51,69,61,17,0,0,1,0
1487,6.98,86,65,78,46,6,2,4,1
1488,8.48,94,12,88,12,2,1,0,1
1489,6.94,65,46,69,26,7,2,4,1
1490,7.24,97,8,81,61,6,1,3,1
1491,6.19,73,62,64,73,6,0,1,1
1492,6.87,84,33,61,95,1,0,4,0
1493,6.14,71,80,55,44,2,1,5,1
1494,5.37,85,90,66,2,1,1,5,0
1495,8.02,60,28,16,21,5,0,0,0
1496,8.34,95,36,7,26,4,1,0,0
1497,8.1,78,42,59,54,4,1,4,1
1498,7.32,84,85,39,66,7,3,5,1
1499,6.9,97,63,80,32,7,2,4,1
1500,9.32,64,23,88,1,7,0,3,1
1501,7.6,80,70,61,74,6,0,1,1
1502,7.4,91,33,40,45,0,3,5,0
1503,5.13,90,47,11,73,2,1,2,0
1504,6.71,92,11,92,32,0,1,5,0
1505,6.9,65,22,88,57,2,1,3,1
1506,6.99,59,78,99,6,7,0,5,1
1507,7.9,98,96,53,14,0,3,3,1
1508,7.67,81,12,88,25,4,2,5,1
1509,8.04,100,86,92,10,5,3,3,1
1510,8.82,51,95,10,37,4,0,0,1
1511,9.06,73,44,59,26,0,2,4,1
1512,8.59,72,98,67,6,2,1,5,1
1513,9.78,51,64,77,0,3,3,1,1
1514,5.09,87,46,45,73,5,3,0,1
1515,5.98,80,57,37,20,2,0,3,0
1516,5.04,100,4,60,78,0,3,1,0
1517,8.24,89,76,16,29,2,2,0,1
1518,9.49,75,4,65,93,7,3,2,1
1519,6.22,78,59,71,7,1,0,5,0
1520,9.64,52,95,35,87,2,3,5,1
1521,5.3,63,20,73,82,4,2,3,0
1522,9.67,74,23,6,2,6,2,0,1
1523,6.76,97,17,99,54,4,0,0,1
1524,5.51,50,20,15,14,1,1,3,0
1525,7.43,52,53,13,35,5,0,2,0
1526,6.28,75,9,79,5,2,1,5,0
1527,6.42,67,23,24,41,5,2,4,0
1528,6.54,58,84,3,49,3,3,2,1
1529,9.02,87,88,28,17,2,3,3,1
1530,7.7,72,59,55,82,4,2,4,1
1531,6.56,70,56,5,49,6,0,0,0
1532,8.05,50,22,0,29,4,3,2,0
1533,8.58,70,21,38,76,5,0,2,1
1534,6.36,76,67,0,38,0,3,5,0
1535,7.07,91,33,62,11,4,1,5,1
1536,5.61,55,69,56,97,0,3,4,1
1537,5.91,93,27,66,58,4,1,0,0
1538,8.41,85,94,64,75,7,3,2,1
1539,5.91,77,98,64,43,4,3,4,1
1540,7.63,94,38,20,87,6,3,2,1
1541,8.55,66,41,29,3,3,3,5,1
1542,5.53,89,22,95,35,0,3,0,0
1543,7.84,52,69,32,47,0,0,0,1
1544,6.28,61,79,47,13,4,1,1,1
1545,9.81,88,1,21,80,7,1,4,1
1546,7.42,61,23,93,48,0,3,5,1
1547,9.03,51,16,53,66,4,0,5,1
1548,7.75,95,64,3,86,4,0,5,1
1549,5.22,71,69,86,76,5,2,3,1
1550,8.17,72,68,54,8,2,2,2,1
1551,9.76,79,59,43,20,0,0,0,1
1552,8.01,54,49,88,71,6,2,2,1
1553,9.1,58,92,11,80,1,1,2,1
1554,9.42,70,11,80,15,5,0,3,1
1555,6.14,60,46,78,15,0,2,0,0
1556,6.06,54,66,73,27,6,0,1,1
1557,8.05,84,64,98,50,7,2,5,1
1558,7.06,76,26,51,55,0,0,4,0
1559,9.2,98,47,92,79,3,3,2,1
1560,9.5,51,87,75,56,1,1,3,1
1561,6.77,73,61,64,51,1,2,3,1
1562,6.18,80,43,64,45,6,3,4,1
1563,8.9,82,18,9,77,3,0,4,0
1564,6.37,88,58,17,37,3,3,0,0
1565,9.11,79,7,46,83,0,1,2,1
1566,7.12,95,54,65,47,2,2,2,1
1567,8.34,86,46,48,40,6,2,4,1
1568,5.48,100,1,71,97,3,0,5,0
1569,8.12,77,93,21,58,1,1,1,1
1570,7.26,80,93,85,92,6,3,2,1
1571,7.93,60,38,25,66,1,0,3,0
1572,5.84,72,44,89,73,0,2,5,0
1573,8.68,51,31,8,83,6,3,4,1
1574,9.31,89,64,20,65,2,0,2,1
1575,6.08,90,37,94,26,4,3,0,1
1576,5.48,76,76,62,31,6,3,4,1
1577,5.12,84,10,5,55,3,0,3,0
1578,8.21,51,9,13,9,3,3,0,0
1579,8.04,88,58,32,39,0,3,4,1
1580,7.73,86,89,70,16,5,1,4,1
1581,6.16,70,54,23,57,5,1,2,0
1582,6.95,54,19,72,96,2,2,0,1
1583,7.97,94,80,74,5,1,1,4,1
1584,7.48,70,16,86,38,1,0,5,0
1585,9.94,78,67,50,17,4,3,3,1
1586,5.68,69,4,1,72,1,2,0,0
1587,8.48,87,59,14,71,5,1,5,1
1588,7.02,69,22,34,88,5,3,2,1
1589,7.14,99,45,35,94,7,0,1,1
1590,8.59,74,51,91,41,3,3,4,1
1591,8.46,51,9,38,3,4,0,1,0
1592,9.96,81,45,3,19,2,3,4,1
1593,5.64,75,27,63,27,4,2,5,0
1594,5.52,55,96,73,39,6,2,2,1
1595,8.62,90,42,5,64,2,1,2,1
1596,7.89,52,25,56,43,5,1,2,1
1597,6.37,82,54,29,22,1,3,2,0
1598,5.4,50,47,98,56,0,3,0,1
1599,5.43,100,28,73,46,4,1,0,0
1600,9.47,54,26,95,12,4,1,4,1
1601,5.96,62,17,66,15,3,3,0,0
1602,6.62,68,59,89,89,7,3,4,1
1603,6.13,61,73,14,54,7,3,0,1
1604,6.77,97,68,16,94,7,2,0,1
1605,5.35,74,73,90,64,3,0,0,1
1606,7.6,100,20,17,80,5,0,3,0
1607,5.34,84,23,18,15,2,1,2,0
1608,9.0,61,2,75,36,7,2,3,1
1609,6.17,79,94,87,51,0,3,0,1
1610,7.7,54,61,68,9,6,3,0,1
1611,9.4,83,100,23,37,3,1,3,1
1612,8.25,71,1,90,43,3,1,5,1
1613,7.66,88,65,47,94,1,2,4,1
1614,6.62,62,41,29,73,1,0,2,0
1615,6.67,96,33,14,53,5,0,4,0
1616,8.35,52,41,46,97,7,3,5,1
1617,9.97,69,19,43,50,5,1,2,1
1618,8.31,80,96,97,51,3,2,1,1
1619,7.79,54,67,26,69,2,3,2,1
1620,8.65,73,44,83,91,6,0,4,1
1621,7.33,89,74,63,91,7,0,2,1
1622,5.3,82,41,40,58,0,2,1,0
1623,7.81,57,46,95,12,3,3,1,1
1624,9.79,73,4,67,40,2,2,0,1
1625,5.88,99,88,4,11,2,3,1,0
1626,8.45,69,48,52,49,7,0,3,1
1627,6.0,65,36,7,56,3,1,4,0
1628,7.68,99,33,21,49,7,1,3,1
1629,5.48,61,72,6,56,2,0,5,0
1630,7.25,62,69,21,53,4,1,3,1
1631,8.78,94,17,45,65,7,1,4,1
1632,6.74,91,77,29,7,2,3,5,1
1633,8.32,88,18,100,62,3,2,3,1
1634,8.98,74,77,15,8,2,3,3,1
1635,9.64,95,39,78,59,7,2,5,1
1636,6.17,81,16,4,62,6,2,3,0
1637,7.0,73,59,66,71,3,1,1,1
1638,5.76,97,98,22,2,1,2,4,0
1639,9.96,96,92,60,72,3,2,4,1
1640,9.64,93,41,73,12,2,0,4,1
1641,7.7,58,80,4,8,3,2,3,1
1642,9.21,89,71,22,94,0,0,1,1
1643,7.6,99,64,78,88,3,3,4,1
1644,8.12,72,52,81,51,3,1,2,1
1645,5.45,99,99,24,61,7,2,4,1
1646,8.78,62,6,7,7,0,0,0,0
1647,5.64,81,4,94,94,0,3,2,0
1648,9.13,99,23,20,44,0,3,4,1
1649,8.91,64,27,1,52,5,3,3,1
1650,8.54,85,61,21,62,4,0,4,1
1651,5.18,98,16,71,94,5,0,1,0
1652,6.52,54,100,86,80,3,1,1,1
1653,6.32,71,19,95,56,5,2,4,1
1654,6.8,65,2,71,53,7,3,3,1
1655,5.44,90,36,67,18,5,1,3,0
1656,9.68,59,89,63,66,0,0,3,1
1657,7.77,73,14,93,45,0,1,4,1
1658,6.53,67,50,18,93,1,3,4,0
1659,6.98,98,47,86,9,5,3,0,1
1660,7.24,67,7,81,92,4,1,1,1
1661,8.0,56,12,52,17,7,3,2,1
1662,7.58,53,47,92,11,7,0,2,1
1663,9.6,75,2,86,48,7,3,1,1
1664,7.48,54,64,96,22,3,2,5,1
1665,9.96,65,72,51,61,6,2,0,1
1666,9.26,84,30,46,10,7,3,1,1
1667,6.04,75,25,81,72,6,1,0,1
1668,9.65,67,80,53,55,2,3,5,1
1669,5.58,78,55,43,87,4,2,0,1
1670,9.09,72,33,96,88,4,0,3,1
1671,6.9,63,8,6,54,1,2,1,0
1672,9.39,64,61,91,24,3,3,2,1
1673,9.34,98,12,0,8,3,3,4,1
1674,9.03,82,68,62,11,0,1,5,1
1675,8.95,74,40,97,10,0,3,5,1
1676,6.52,70,76,38,37,4,3,4,1
1677,5.4,66,0,18,27,1,0,1,0
1678,7.01,72,88,30,7,3,0,4,1
1679,5.87,92,46,76,73,1,0,0,0
1680,8.47,66,3,23,88,2,1,4,0
1681,6.73,63,99,68,46,6,1,0,1
1682,9.88,78,62,86,35,3,2,0,1
1683,8.2,69,51,82,49,0,1,2,1
1684,9.11,79,9,64,8,4,0,4,1
1685,5.66,68,27,32,59,1,1,2,0
1686,9.31,88,5,58,71,6,3,4,1
1687,9.61,62,26,32,66,6,1,0,1
1688,7.44,67,11,31,52,7,3,4,1
1689,8.03,72,61,58,81,6,2,5,1
1690,8.82,95,51,91,98,0,3,5,1
1691,5.87,82,47,100,16,4,0,2,1
1692,7.51,88,66,40,99,0,2,3,1
1693,6.99,89,45,11,52,3,2,5,0
1694,5.73,67,96,72,27,1,2,2,1
1695,6.84,58,73,10,62,2,0,3,0
1696,5.34,82,94,96,14,7,3,1,1
1697,5.13,81,14,18,18,5,2,2,0
1698,5.68,66,70,53,85,7,0,5,1
1699,9.82,68,35,56,69,6,2,5,1
1700,7.75,76,13,41,46,0,2,4,0
1701,9.83,55,77,97,70,5,0,3,1
1702,7.16,84,2,70,47,1,1,5,0
1703,6.56,86,66,30,72,3,2,4,1
1704,7.53,83,85,51,19,7,1,3,1
1705,7.2,69,18,1,36,0,2,2,0
1706,5.53,74,98,82,74,3,1,2,1
1707,8.2,53,75,37,1,2,3,4,1
1708,6.08,59,53,31,63,6,1,2,1
1709,8.1,59,68,9,85,2,1,4,1
1710,8.25,73,9,7,35,6,1,0,0
1711,5.76,70,32,89,4,4,1,3,0
1712,5.31,60,12,93,63,4,3,4,0
1713,8.9,76,98,74,6,4,0,3,1
1714,7.3,65,50,19,69,3,1,0,0
1715,5.29,75,31,19,21,4,0,3,0
1716,9.97,79,74,8,73,1,2,4,1
1717,5.29,98,23,71,45,5,0,2,0
1718,8.48,65,34,14,39,5,1,3,1
1719,9.92,56,82,97,60,3,0,3,1
1720,6.2,65,69,87,45,3,3,5,1
1721,5.71,84,39,96,83,4,3,5,1
1722,5.61,65,53,62,27,6,1,0,1
1723,6.52,89,43,90,86,5,0,1,1
1724,5.51,61,61,20,34,7,2,2,0
1725,8.46,84,98,4,0,5,3,4,1
1726,5.31,98,67,34,28,4,1,0,0
1727,7.55,70,32,84,8,3,3,4,1
1728,9.98,99,76,67,8,2,1,4,1
1729,9.07,92,55,47,21,6,0,3,1
1730,8.08,85,35,79,62,7,0,0,1
1731,6.53,97,53,94,65,2,0,0,1
1732,8.12,66,18,89,79,4,0,5,1
1733,7.64,81,42,61,57,2,0,2,1
1734,7.13,90,11,34,69,1,1,1,0
1735,5.65,55,10,69,54,1,3,4,0
1736,9.43,73,69,96,12,1,2,2,1
1737,7.25,76,11,20,96,3,3,5,0
1738,5.97,69,90,79,18,3,0,2,1
1739,6.84,74,40,38,78,3,3,4,1
1740,7.07,51,24,33,32,3,3,3,0
1741,9.14,58,2,14,73,3,1,3,0
1742,8.67,77,2,5,64,4,2,4,0
1743,8.85,87,83,65,59,7,2,5,1
1744,5.06,52,27,87,11,2,0,5,0
1745,7.08,69,22,55,42,4,1,0,0
1746,7.41,55,47,48,92,7,1,1,1
1747,5.1,88,66,91,16,2,1,3,0
1748,6.3,82,41,0,67,4,1,1,0
1749,8.8,50,87,64,28,1,1,2,1
1750,5.69,86,39,27,54,0,2,2,0
1751,7.68,55,5,99,6,3,2,4,1
1752,6.08,94,19,19,43,0,3,4,0
1753,5.06,83,10,47,76,0,2,4,0
1754,6.21,96,95,71,4,1,1,5,1
1755,9.88,64,26,64,59,0,3,3,1
1756,9.01,94,20,89,5,0,2,1,1
1757,9.8,75,12,50,97,1,3,2,1
1758,7.44,63,85,42,6,7,2,1,1
1759,5.55,56,34,48,45,2,0,3,0
1760,7.74,95,46,24,56,4,2,1,1
1761,7.27,80,85,73,53,5,3,1,1
1762,9.22,73,27,75,91,0,0,5,1
1763,5.49,80,20,40,45,7,1,4,0
1764,7.44,78,17,70,9,3,3,5,1
1765,5.75,91,30,63,3,1,1,5,0
1766,6.62,81,59,60,66,6,1,1,1
1767,8.69,66,36,11,24,6,3,1,1
1768,7.38,63,20,80,86,0,1,5,0
1769,6.88,89,13,68,90,5,3,1,1
1770,6.97,85,88,13,77,2,3,5,1
1771,7.3,97,90,33,60,7,2,0,1
1772,8.93,73,59,47,37,2,0,5,1
1773,9.46,94,22,60,31,5,1,2,1
1774,9.78,76,94,80,22,3,1,2,1
1775,8.93,74,28,34,36,0,0,1,0
1776,6.58,81,46,64,2,3,0,5,0
1777,8.44,67,29,58,98,2,0,5,1
1778,7.19,95,89,35,12,6,0,4,1
1779,6.27,67,83,78,33,2,0,4,1
1780,9.2,86,37,18,87,4,2,4,1
1781,5.19,75,82,41,64,2,3,5,1
1782,9.51,58,26,68,75,1,0,5,1
1783,7.31,84,88,18,7,4,2,2,1
1784,8.19,57,86,38,82,3,0,3,1
1785,8.3,69,92,68,8,2,0,1,1
1786,9.48,91,14,51,27,5,1,2,1
1787,8.18,71,58,11,77,1,1,4,1
1788,8.07,68,2,82,90,4,1,2,1
1789,5.33,79,9,46,17,1,1,2,0
1790,7.59,77,78,75,41,4,3,2,1
1791,5.75,84,79,35,40,4,3,4,1
1792,8.69,92,16,62,69,4,1,3,1
1793,7.56,60,82,75,32,7,1,0,1
1794,8.4,80,10,81,100,7,0,1,1
1795,5.21,98,47,50,88,5,0,1,0
1796,5.42,97,4,42,76,3,1,2,0
1797,8.58,88,68,33,53,4,1,3,1
1798,5.36,85,63,96,86,4,1,4,1
1799,5.36,79,13,48,35,7,0,0,0
1800,5.06,72,49,17,96,1,1,0,0
1801,9.78,68,25,60,84,4,1,2,1
1802,8.69,61,71,56,97,3,3,2,1
1803,6.77,64,68,92,55,6,3,4,1
1804,6.48,80,6,4,99,5,0,4,0
1805,6.75,92,15,88,16,5,3,5,1
1806,8.87,86,54,23,9,1,0,4,1
1807,8.31,86,77,92,86,6,2,2,1
1808,5.93,64,100,63,43,4,1,3,1
1809,5.87,78,55,58,1,1,0,2,0
1810,5.49,99,3,37,98,7,3,2,0
1811,8.3,92,99,32,13,5,2,0,1
1812,8.82,75,47,9,40,3,3,4,1
1813,6.33,93,16,36,1,1,0,1,0
1814,5.1,51,35,96,18,3,2,4,0
1815,5.41,69,69,86,79,7,3,5,1
1816,9.84,64,79,10,88,7,2,3,1
1817,6.48,53,92,23,0,6,1,3,1
1818,8.85,71,99,87,1,6,1,4,1
1819,8.12,99,37,70,26,2,2,4,1
1820,6.91,87,100,20,1,4,3,2,1
1821,6.03,72,61,19,93,3,3,1,1
1822,5.61,75,47,9,50,4,3,2,0
1823,8.08,100,9,88,9,6,1,0,1
1824,8.87,60,35,46,18,3,0,0,1
1825,8.22,77,28,99,79,0,0,3,1
1826,7.65,51,77,46,12,6,2,3,1
1827,5.21,57,3,14,47,0,3,1,0
1828,9.84,78,43,43,55,0,2,3,1
1829,8.99,60,55,61,71,6,0,5,1
1830,6.46,86,41,5,55,3,0,0,0
1831,9.9,67,99,100,49,5,3,1,1
1832,8.01,99,12,65,94,5,2,0,1
1833,7.91,63,45,75,44,4,3,4,1
1834,8.74,59,81,3,88,0,0,4,1
1835,9.06,84,32,22,58,4,0,1,1
1836,8.28,58,20,12,38,3,3,2,1
1837,5.64,84,79,80,20,4,2,5,1
1838,6.69,60,78,30,54,4,1,5,1
1839,9.64,93,56,15,56,0,3,3,1
1840,6.12,61,68,40,40,6,0,1,1
1841,6.86,52,69,89,92,5,1,5,1
1842,7.16,88,66,91,69,1,3,3,1
1843,7.2,63,47,0,81,2,1,0,0
1844,8.06,77,75,11,48,3,3,2,1
1845,9.72,60,99,100,43,3,0,3,1
1846,6.2,88,32,55,34,3,3,4,0
1847,5.61,74,35,49,90,2,1,4,0
1848,5.99,70,32,19,4,1,2,0,0
1849,9.43,59,30,65,70,5,0,1,1
1850,8.23,92,20,35,73,4,0,3,1
1851,6.43,64,26,78,73,5,1,0,1
1852,9.08,68,90,37,50,7,3,4,1
1853,9.31,97,71,21,56,3,3,4,1
1854,9.23,71,100,60,57,4,3,4,1
1855,9.59,70,61,49,91,0,0,2,1
1856,6.26,93,95,95,35,5,0,2,1
1857,8.78,81,25,58,9,0,1,4,1
1858,7.3,99,65,19,49,0,3,5,1
1859,9.21,72,11,35,98,6,3,1,1
